10.02.2019 08:00;36006;36054;36006;360419;1,73E+11
10.02.2019 07:00;360049;360548;358017;36006;2,31E+11
10.02.2019 06:00;361842;361842;359692;360049;5,40E+11
10.02.2019 05:00;361999;362147;36150;361842;2,13E+11
10.02.2019 04:00;36163;36200;361509;361999;4,09E+11
10.02.2019 03:00;361943;362027;361509;36163;4,37E+11
10.02.2019 02:00;36167;362223;36167;361943;5,43E+11
10.02.2019 01:00;362058;36219;361555;36167;1873652468
10.02.2019 00:00;362411;36300;362058;362058;1,69E+11
09.02.2019 23:00;361958;362553;361619;362411;2,70E+11
09.02.2019 22:00;362217;362233;361507;361958;1,91E+11
09.02.2019 21:00;361476;36230;361475;362217;1,05E+11
09.02.2019 20:00;361265;361476;361214;361476;2,46E+11
09.02.2019 19:00;360555;361265;360555;361265;2,03E+11
09.02.2019 18:00;360285;360704;360001;360555;4,77E+11
09.02.2019 17:00;36066;36066;360045;360285;6,33E+11
09.02.2019 16:00;360577;36116;359501;36066;1,65E+11
09.02.2019 15:00;36178;361988;360577;360577;1,89E+11
09.02.2019 14:00;36220;363894;361489;36178;4,01E+11
09.02.2019 13:00;361372;363052;361372;36220;6,93E+11
09.02.2019 12:00;36240;362599;36080;361372;6,00E+11
09.02.2019 11:00;362541;36260;362128;36240;4789103477
09.02.2019 10:00;36250;363341;362499;362541;2,13E+11
09.02.2019 09:00;362009;362626;361577;36250;1294771669
09.02.2019 08:00;36200;363734;361656;362009;1,80E+12
09.02.2019 07:00;360959;362565;360958;36200;104535056
09.02.2019 06:00;360886;36110;360641;360959;8,59E+11
09.02.2019 05:00;361279;361292;360829;360886;8,02E+11
09.02.2019 04:00;360763;361605;360716;361279;7,68E+11
09.02.2019 03:00;361311;361528;360223;360763;8,02E+11
09.02.2019 02:00;361317;361707;360303;361311;79739252807
09.02.2019 01:00;362175;362509;360997;361317;1,74E+12
09.02.2019 00:00;362259;362831;361019;362175;1,06E+12
08.02.2019 23:00;359546;362428;359278;362259;8,03E+11
08.02.2019 22:00;359758;360387;359054;359546;7,68E+11
08.02.2019 21:00;362554;36270;35800;359758;4,13E+12
08.02.2019 20:00;363429;36354;36245;362554;8,15E+11
08.02.2019 19:00;362118;36373;361968;363429;1,85E+12
08.02.2019 18:00;363076;363931;361777;362118;2,15E+12
08.02.2019 17:00;365847;366413;360241;363076;1,08E+13
08.02.2019 16:00;345476;371126;343903;365847;1,89E+13
08.02.2019 15:00;341121;345492;340819;345476;5,00E+12
08.02.2019 14:00;340241;341833;340241;341121;1,29E+12
08.02.2019 13:00;339335;340559;339334;340241;2,17E+12
08.02.2019 12:00;338865;340888;33885;339335;8,15E+11
08.02.2019 11:00;339001;339595;338864;338865;6,95E+11
08.02.2019 10:00;338242;33917;338242;339001;9,88E+11
08.02.2019 09:00;336466;339847;336436;338242;1,01E+12
08.02.2019 08:00;335674;337959;335674;336466;7286972672
08.02.2019 07:00;336652;336652;335614;335674;1,56E+11
08.02.2019 06:00;336586;336652;33640;336652;3,40E+11
08.02.2019 05:00;336004;336586;335958;336586;1221379451
08.02.2019 04:00;336155;336155;335792;336004;2,55E+11
08.02.2019 03:00;335152;336169;335152;336155;4,77E+11
08.02.2019 02:00;33554;33599;334384;335152;2,20E+12
08.02.2019 01:00;33595;33600;335395;33554;6,18E+11
08.02.2019 00:00;335999;33600;335787;33595;3,06E+11
07.02.2019 23:00;336394;336394;335652;335999;7,37E+11
07.02.2019 22:00;33600;33650;335832;336394;6,56E+11
07.02.2019 21:00;335951;336431;335722;33600;1,98E+12
07.02.2019 20:00;33590;335951;335229;335951;6,64E+11
07.02.2019 19:00;336023;336032;335589;33590;7,99E+11
07.02.2019 18:00;33627;336498;336001;336023;2,00E+11
07.02.2019 17:00;336238;336419;33559;33627;51775460831
07.02.2019 16:00;33647;33700;336176;336238;1,07E+12
07.02.2019 15:00;336469;33647;336165;33647;6,45E+11
07.02.2019 14:00;33640;336471;336269;336469;5,94E+11
07.02.2019 13:00;336149;337131;336149;33640;3,07E+11
07.02.2019 12:00;336949;336949;336052;336149;4,16E+11
07.02.2019 11:00;337801;337951;336949;336949;4,38E+11
07.02.2019 10:00;337469;33800;33742;337801;2103066154
07.02.2019 09:00;336981;337594;336981;337469;357543354
07.02.2019 08:00;336846;337123;336846;336981;19277040673
07.02.2019 07:00;33697;337269;336846;336846;1354003173
07.02.2019 06:00;337153;337363;336969;33697;11447177117
07.02.2019 05:00;33708;337176;337001;337153;44181787863
07.02.2019 04:00;337442;337442;337003;33708;2,47E+11
07.02.2019 03:00;33695;337493;33695;337442;2,28E+11
07.02.2019 02:00;336994;337047;33692;33695;1,32E+11
07.02.2019 01:00;336363;336994;336363;336994;1,81E+11
07.02.2019 00:00;336683;336683;336182;336363;58968771612
06.02.2019 23:00;336856;337203;33600;336683;1,15E+12
06.02.2019 22:00;336755;337501;336575;336856;1,58E+12
06.02.2019 21:00;33640;336805;336227;336755;2,31E+12
06.02.2019 20:00;336219;33650;336136;33640;4,21E+11
06.02.2019 19:00;336599;33660;335952;336219;7,70E+11
06.02.2019 18:00;336495;33660;33500;336599;1,51E+12
06.02.2019 17:00;336901;336901;336012;336495;8,64E+11
06.02.2019 16:00;33715;338654;336709;336901;77884961155
06.02.2019 15:00;33612;33715;333144;33715;2,00E+12
06.02.2019 14:00;336661;33673;335858;33612;48048137023
06.02.2019 13:00;336989;336989;336326;336661;2,31E+11
06.02.2019 12:00;336143;337069;335701;336989;2,10E+11
06.02.2019 11:00;336697;33677;336143;336143;88788718128
06.02.2019 10:00;336983;337093;33581;336697;1059693679
06.02.2019 09:00;337227;337227;336889;336983;83688637909
06.02.2019 08:00;337873;337999;337002;337227;3,57E+11
06.02.2019 07:00;337665;338021;337477;337873;2,00E+11
06.02.2019 06:00;33731;337665;33731;337665;36377291996
06.02.2019 05:00;337076;337401;337055;33731;1,50E+11
06.02.2019 04:00;337788;337788;336527;337076;7,83E+11
06.02.2019 03:00;337634;338157;33746;337788;9,68E+11
06.02.2019 02:00;338402;338402;337338;337634;2,90E+11
06.02.2019 01:00;34190;342195;335549;338402;4,68E+12
06.02.2019 00:00;342998;344522;34150;34190;7,08E+11
05.02.2019 23:00;342564;342999;342516;342998;4,06E+11
05.02.2019 22:00;342487;342613;342343;342564;5,10E+11
05.02.2019 21:00;342461;342862;342417;342487;6,78E+11
05.02.2019 20:00;34250;342501;34242;342461;8,59E+11
05.02.2019 19:00;34225;34250;34200;34250;1,40E+12
05.02.2019 18:00;341938;34300;341938;34225;2,60E+12
05.02.2019 17:00;341648;341999;341648;341938;1,80E+12
05.02.2019 16:00;342039;342046;341581;341648;5,23E+11
05.02.2019 15:00;34170;34220;34140;342039;71530536539
05.02.2019 14:00;342377;342408;34170;34170;1,33E+11
05.02.2019 13:00;342148;342378;342088;342377;2,93E+11
05.02.2019 12:00;342151;342354;341858;342148;47739191462
05.02.2019 11:00;342826;342826;342151;342151;61557601647
05.02.2019 10:00;342959;342959;342247;342826;1,25E+11
05.02.2019 09:00;341421;342999;341421;342959;3,58E+11
05.02.2019 08:00;341668;341988;341421;341421;52409659647
05.02.2019 07:00;341818;341819;341425;341668;365915868
05.02.2019 06:00;341782;341819;341653;341818;249956684
05.02.2019 05:00;341523;341988;341269;341782;2,75E+11
05.02.2019 04:00;341241;341898;341241;341523;4,72E+11
05.02.2019 03:00;341241;341709;340993;341241;3,38E+11
05.02.2019 02:00;340401;341772;340184;341241;6,16E+11
05.02.2019 01:00;341296;341296;34040;340401;4,20E+11
05.02.2019 00:00;341147;341296;340462;341296;3,88E+11
04.02.2019 23:00;341436;34160;340967;341147;2,40E+11
04.02.2019 22:00;34200;34200;340761;341436;8,41E+11
04.02.2019 21:00;341628;34246;341628;34200;6,51E+11
04.02.2019 20:00;341844;34236;341628;341628;1,29E+12
04.02.2019 19:00;342047;34229;341442;341844;7,93E+11
04.02.2019 18:00;341701;342369;341476;342047;8,41E+11
04.02.2019 17:00;341343;341706;34105;341701;1,47E+12
04.02.2019 16:00;341169;34230;341169;341343;1,13E+11
04.02.2019 15:00;340682;341376;340599;341169;3,11E+11
04.02.2019 14:00;340737;341461;340632;340682;2,45E+11
04.02.2019 13:00;340631;340805;340394;340737;60492432072
04.02.2019 12:00;340125;340804;33970;340631;4,85E+11
04.02.2019 11:00;341053;341053;340118;340125;2,48E+11
04.02.2019 10:00;340457;34110;340341;341053;744791441
04.02.2019 09:00;342495;342495;340138;340457;842749451
04.02.2019 08:00;341981;34350;341981;342495;18014860893
04.02.2019 07:00;341914;342312;341676;341981;30884590814
04.02.2019 06:00;341549;342283;341549;341914;1279422637
04.02.2019 05:00;34172;341788;341329;341549;1,12E+12
04.02.2019 04:00;34133;342105;34133;34172;1,79E+11
04.02.2019 03:00;341088;341729;341088;34133;73155360574
04.02.2019 02:00;34228;34228;341088;341088;1,32E+11
04.02.2019 01:00;34189;34228;341667;34228;608661701
04.02.2019 00:00;341599;342671;341367;34189;4,61E+11
03.02.2019 23:00;340829;341938;340251;341599;2,80E+11
03.02.2019 22:00;339485;340878;339369;340829;1,82E+11
03.02.2019 21:00;34052;34052;33900;339485;8,23E+11
03.02.2019 20:00;34050;340662;339825;34052;23010956541
03.02.2019 19:00;342193;34400;33940;34050;3,60E+12
03.02.2019 18:00;341861;342418;34180;342193;2,13E+11
03.02.2019 17:00;342744;342744;341861;341861;44907116318
03.02.2019 16:00;342182;342797;34200;342744;1,74E+11
03.02.2019 15:00;34218;342272;341276;342182;1,32E+11
03.02.2019 14:00;34274;342817;342084;34218;1,22E+11
03.02.2019 13:00;342421;343085;342421;34274;41401396128
03.02.2019 12:00;342143;342421;341679;342421;2,71E+11
03.02.2019 11:00;342907;342907;342108;342143;1000218833
03.02.2019 10:00;341821;343036;341639;342907;230321266
03.02.2019 09:00;342304;342466;341804;341821;12062817577
03.02.2019 08:00;342589;342589;34120;342304;1316722229
03.02.2019 07:00;343434;343434;342287;342589;43062553959
